https://sfbay.craigslist.org/sfc/apa/d/san-francisco-inner-sunset-thaveirving/7132680002.html|3295|Inner sunset/1290 20thAve.&Irving/W/D in unit/Available Now!!|inner sunset / UCSF|1|1|0|2020-05-31|7132680002|2020-05-29T16:51:25-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mini-studio-no-sharing/7132673507.html|1175|mini Studio--No sharing *Mission Bay *SFO||1|1|0|2020-05-31|7132673507|2020-05-29T16:37:42-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-month-free-rent/7132630325.html|5595|1 month FREE RENT!  Gorgeous 4BR2BA! Great Location!|noe valley|4|2|1800|2020-05-29|7132630325|2020-05-29T15:13:51-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-bright-top-floor/7131300229.html|2945|Gorgeous Bright Top Floor Studio W/D in unit, Remodeled Everything|lower nob hill|0|1|528|2020-05-29|7131300229|2020-05-27T11:05:56-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-modernist-building/7120996496.html|4750|Quiet Modernist Building * Elevator * Hi-Speed Internet Included||2|2|920||7120996496|2020-05-08T15:47:22-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-one-bedroom/7124784926.html|2200|LUXURY ONE BEDROOM|252 9th St #202|1|1|0||7124784926|2020-05-15T13:51:52-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-new-2-bed-den-in/7124077104.html|4966|Spacious & New 2 Bed + Den in Dogpatch! - Up to 6 Weeks Free!|potrero hill|2|2|1093|2020-05-14|7124077104|2020-05-14T10:40:07-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-outer-sunset/7132675421.html|2300|Top Floor Outer Sunset 1Bd; Parking Included|sunset / parkside|1|1|0|2020-05-29|7132675421|2020-05-29T16:41:44-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-am-immaculate-junior/7132672798.html|1895|Open 5/30 12:30-1am Immaculate Junior 1 bd with a remodeled kitchen|nob hill|1|1|0||7132672798|2020-05-29T16:36:10-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-video-and-virtual-tours/7132627756.html|2795|VIDEO AND VIRTUAL TOURS NOW AVAILABLE + ONE MONTH FREE|potrero hill|1|1|0|2020-05-29|7132627756|2020-05-29T15:09:01-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-you-can-afford-new/7132671661.html|5325|Luxury You Can Afford ! New Highrise w/ Rooftop Views - 2 Bedroom|tenderloin|2|2|1051|2020-06-06|7132671661|2020-05-29T16:33:53-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-renovated-open-plan-near/7129285496.html|3600|Renovated, Open plan, Near UCSF/Mission Bay, Bright, 2 Bath, HW floors|SOMA / south beach|3|2|1200|2020-07-01|7129285496|2020-05-23T13:37:41-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-room-for-rent/7130241175.html|1180|Private Room for Rent - WALK TO SF STATE|ingleside / SFSU / CCSF|1|split|150||7130241175|2020-05-25T13:15:43-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pacific-heights-few/7130714764.html|3495|Pacific Heights- A few blocks away from everything.|pacific heights|1|1|800|2020-05-26|7130714764|2020-05-26T11:11:25-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sutter-near-presidio-nice/7132642625.html|2900|SUTTER NEAR PRESIDIO NICE UNITS + EXCELLENT PUBLIC TRANSPORTATIO|lower pac hts|2|1|835|2020-06-01|7132642625|2020-05-29T15:37:01-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-2-bed-1-bath/7127750794.html|3500|Updated 2 Bed, 1 Bath - Private Balcony, Shared Roof Deck FREE Parking|castro / upper market|0|0|0|2020-06-10|7127750794|2020-05-20T19:41:08-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-renovated-2/7132646626.html|3995|*Beautifully Renovated 2 Be/2 Ba,Period Charm,Top Flr, W/Dr In, Pkg*|mission district|2|2|0|2020-05-30|7132646626|2020-05-29T15:44:51-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-apt-in-pac/7132690305.html|2995|Beautiful Apt. in Pac Heights w/ Parking!|pacific heights|1|1|0|2020-05-29|7132690305|2020-05-29T17:13:19-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-full-of-lights-large-3br/7127135436.html|3350|Full of lights large 3BR/ 2BA Apartment  w/ Parking, Garden, Upgraded|sunset / parkside|3|2|1200|2020-06-01|7127135436|2020-05-19T17:27:23-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-junior/7132695023.html|2750|Newly Remodeled Junior One Bedroom in the Marina!|marina / cow hollow|1|1|0|2020-06-02|7132695023|2020-05-29T17:24:20-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nob-hill-645-stockton/7132634592.html|3795|Nob Hill/645 Stockton/Central Location/Great Views/Available Now!!|nob hill|1|1|0|2020-05-31|7132634592|2020-05-29T15:21:49-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-and-spacious-2/7132669991.html|6750|Elegant and Spacious 2 bedroom in Pacific Heights ~ J.Wavro|pacific heights|2|2|0||7132669991|2020-05-29T16:30:37-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-top-floor-live/7132699436.html|4500|Bright Top Floor Live/Work Loft w/ Views & Private Patio in SOMA|SOMA / south beach|2|2|1200|2020-06-01|7132699436|2020-05-29T17:34:24-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-balcony-on-big-1bed/7132687732.html|4350|HUGE BALCONY on Big 1Bed!! Amazing Hayes Valley Location!! #132!!!|hayes valley|1|1|805|2020-05-28|7132687732|2020-05-29T17:07:34-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-unit-rent-includes/7131527260.html|6800|SUNNY UNIT - RENT INCLUDES WATER, GARBAGE, STEAM HEAT & 1 PARKING SPOT|pacific heights|1|2|1500||7131527260|2020-05-27T17:18:15-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-4br-2ba-with/7126577962.html|4995|Sunny 4BR/2BA with Backyard! 451 26th Ave|richmond / seacliff|4|2|1800|2020-05-19|7126577962|2020-05-18T18:45:13-0700
https://sfbay.craigslist.org/sfc/apa/d/clay-franklin-pay-0-depositflex-leases/7132683718.html|4395|Clay & Franklin/Pay $0 Deposit!Flex Leases/ONE MONTH FREE!|pacific heights|1|1|0|2020-05-29|7132683718|2020-05-29T16:58:57-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-full-of-lights-large-3br/7127565664.html|3350|Full of lights large 3BR/ 2BA Apartment  w/ Parking, Garden, Upgraded|sunset / parkside|3|2|1200|2020-06-01|7127565664|2020-05-20T13:15:13-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-jr-1bed-amazing/7132690997.html|3635|TOP FLOOR Jr 1BED w/ Amazing Views!! #652 is Your New Home! Call Today|hayes valley|1|1|650|2020-05-30|7132690997|2020-05-29T17:14:55-0700
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-am-bright-3-bd-1ba/7132666180.html|4500|Open 5/30, 10-11am, bright 3 Bd/1Ba with Bay bridge and downtown views|north beach / telegraph hill|3|1|0||7132666180|2020-05-29T16:22:58-0700
